Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-04-16,18.656378336653088,18.663105542196433,17.68359077089132,17.7410831451416,1050786800,0.0,0.0
2012-04-17,17.70469344152484,18.65454424325656,17.48970702436901,18.645370483398438,1025528000,0.0,0.0
2012-04-18,18.768309325960868,18.96800561988573,18.43160927555716,18.603782653808594,954531200,0.0,0.0
2012-04-19,18.355461949368962,18.493383569075686,17.87533635640166,17.96463394165039,834719200,0.0,0.0
2012-04-20,18.085124773807188,18.184208577522124,17.444142325191944,17.522430419921875,1030985200,0.0,0.0
2012-04-23,17.449949839133826,17.635272184719042,17.022118184504304,17.4832820892334,966529200,0.0,0.0
2012-04-24,17.205298472982435,17.36065134638147,16.972575390360067,17.134044647216797,1076149200,0.0,0.0
2012-04-25,18.827027456830102,18.899199175503192,18.53222419638461,18.65454864501953,905777600,0.0,0.0
2012-04-26,18.785127371409292,18.797972595874526,18.41387180312706,18.584209442138672,536068400,0.0,0.0
2012-04-27,18.50377662120173,18.537721321769542,18.364019311877776,18.440471649169922,406722400,0.0,0.0
2012-04-30,18.281457004992305,18.299806160336253,17.82885430579016,17.858823776245117,506144800,0.0,0.0
2012-05-01,17.886959803875296,18.249652471802676,17.77472699102861,17.802249908447266,610999200,0.0,0.0
2012-05-02,17.74444488194454,17.963406508419208,17.702242653015148,17.919981002807617,427389200,0.0,0.0
2012-05-03,18.058214693148688,18.085737609601367,17.74628558466227,17.792768478393555,390549600,0.0,0.0
2012-05-04,17.64780996520153,17.68695318731537,17.28358707691315,17.286033630371094,529992400,0.0,0.0
2012-05-07,17.171355816540387,17.516006307701357,17.163098289584894,17.415393829345703,460118400,0.0,0.0
2012-05-08,17.418452019889337,17.477167677616414,17.086646736601217,17.375638961791992,497252000,0.0,0.0
2012-05-09,17.23863355628915,17.553009155078065,17.15147712745753,17.406217575073242,480704000,0.0,0.0
2012-05-10,17.571355185614017,17.611110860887518,17.383587932518804,17.447195053100586,333200000,0.0,0.0
2012-05-11,17.278390799830014,17.567995478421143,17.258512958709723,17.330684661865234,399546000,0.0,0.0
2012-05-14,17.20407723441356,17.35514784068255,17.052088762213874,17.071048736572266,352626400,0.0,0.0
2012-05-15,17.169826014379275,17.223953969402253,16.873187116821246,16.91661262512207,476336000,0.0,0.0
2012-05-16,16.943523523547825,17.03037453404836,16.545661360341157,16.699790954589844,560896000,0.0,0.0
2012-05-17,16.676245972408143,16.743219156076574,16.21171760559082,16.21171760559082,717220000,0.0,0.0
2012-05-18,16.329152100680968,16.618144376144844,15.968905975228466,16.21967124938965,732292400,0.0,0.0
2012-05-21,16.345658194050486,17.17257346659332,16.331895109229823,17.164621353149414,631106000,0.0,0.0
2012-05-22,17.417535466423246,17.549953158724712,16.898573678795877,17.032825469970703,694870400,0.0,0.0
2012-05-23,17.04902336816647,17.51691760019789,16.918443106117554,17.448415756225586,584897600,0.0,0.0
2012-05-24,17.61080707750408,17.63007409519134,17.163097573005153,17.288175582885742,496230000,0.0,0.0
2012-05-25,17.26585228200886,17.30438468660746,17.07869418829562,17.195514678955078,328507200,0.0,0.0
2012-05-29,17.458820063838814,17.55362157284161,17.28787161007245,17.500715255737305,380508800,0.0,0.0
2012-05-30,17.406828557956704,17.736799682834093,17.326093930727847,17.71172332763672,529429600,0.0,0.0
2012-05-31,17.759736271825147,17.782978530420205,17.475944227678337,17.667688369750977,491674400,0.0,0.0
2012-06-01,17.40560300933456,17.512331843637828,17.141381815229337,17.15575408935547,520987600,0.0,0.0
2012-06-04,17.17135312495807,17.354839722159806,16.773798014414407,17.25667381286621,556995600,0.0,0.0
2012-06-05,17.16432423989259,17.323346987090837,17.074415828163236,17.2120304107666,388214400,0.0,0.0
2012-06-06,17.36309548675026,17.549028618384746,17.293675769062848,17.475940704345703,401455600,0.0,0.0
2012-06-07,17.654235811717108,17.655152044564186,17.446589030651612,17.483898162841797,379766800,0.0,0.0
